cell_id,Gate
18580,0
18581,0
18582,0
18583,0
18584,0
18585,0
18586,0
18587,0
18588,0
18589,0
18590,0
18591,0
18592,0
18593,0
18594,0
18595,0
18596,0
18597,0
18598,0
18599,0
18600,0
18601,0
18602,0
18603,0
18604,0
18605,0
18606,0
18607,0
18608,0
18609,0
18610,0
18611,0
18612,0
18613,0
18614,0
18615,0
18616,0
18617,0
18618,0
18619,0
18620,0
18621,0
18622,0
18623,0
18624,0
18625,0
18626,0
18627,0
18628,0
18629,0
18630,0
18631,0
18632,0
18633,0
18634,0
18635,0
18636,0
18637,0
18638,0
18639,0
18640,0
18641,0
18642,0
18643,0
18644,0
18645,0
18646,0
18647,0
18648,0
18649,0
18650,0
18651,0
18652,0
18653,0
18654,0
18655,0
18656,0
18657,0
18658,0
18659,0
18660,0
18661,0
18662,0
18663,0
18664,0
18665,0
18666,0
18667,0
18668,0
18669,0
18670,0
18671,0
18672,0
18673,0
18674,0
18675,0
18676,0
18677,0
18678,0
18679,0
18680,0
18681,0
18682,0
18683,0
18684,0
18685,0
18686,0
18687,0
18688,0
18689,0
18690,0
18691,0
18692,0
18693,0
18694,0
18695,0
18696,0
18697,0
18698,0
18699,0
18700,0
18701,0
18702,0
18703,0
18704,0
18705,0
18706,0
18707,0
18708,0
18709,0
18710,0
18711,0
18712,0
18713,0
18714,0
18715,0
18716,0
18717,0
18718,0
18719,0
18720,0
18721,0
18722,0
18723,0
18724,0
18725,0
18726,0
18727,0
18728,0
18729,0
18730,0
18731,0
18732,0
18733,0
18734,0
18735,0
18736,0
18737,0
18738,0
18739,0
18740,0
18741,0
18742,0
18743,0
18744,0
18745,0
18746,0
18747,0
18748,0
18749,0
18750,0
18751,0
18752,0
18753,0
18754,0
18755,0
18756,0
18757,0
18758,0
18759,0
18760,0
18761,0
18762,0
18763,0
18764,0
18765,0
18766,0
18767,0
18768,0
18769,0
18770,0
18771,0
18772,0
18773,0
18774,0
18775,0
18776,0
18777,0
18778,0
18779,0
18780,0
18781,0
18782,0
18783,0
18784,0
18785,0
18786,0
18787,0
18788,0
18789,0
18790,0
18791,0
18792,0
18793,0
18794,0
18795,0
18796,0
18797,0
18798,0
18799,0
18800,0
18801,0
18802,0
18803,0
18804,0
18805,0
18806,0
18807,0
18808,0
18809,0
18810,0
18811,0
18812,0
18813,0
18814,0
18815,0
18816,0
18817,0
18818,0
18819,0
18820,0
18821,0
18822,0
18823,0
18824,0
18825,0
18826,0
18827,0
18828,0
18829,0
18830,0
18831,0
18832,0
18833,0
18834,0
18835,0
18836,0
18837,0
18838,0
18839,0
18840,0
18841,0
18842,0
18843,0
18844,0
18845,0
18846,0
18847,0
18848,0
18849,0
18850,0
18851,0
18852,0
18853,0
18854,0
18855,0
18856,0
18857,0
18858,0
18859,0
18860,0
18861,0
18862,0
18863,0
18864,0
18865,0
18866,0
18867,0
18868,0
18869,0
18870,0
18871,0
18872,0
18873,0
18874,0
18875,0
18876,0
18877,0
18878,0
18879,0
18880,0
18881,0
18882,0
18883,0
18884,0
18885,0
18886,0
18887,0
18888,0
18889,0
18890,0
18891,0
18892,0
18893,0
18894,0
18895,0
18896,0
18897,0
18898,0
18899,0
18900,0
18901,0
18902,0
18903,0
18904,0
18905,0
18906,0
18907,0
18908,0
18909,0
18910,0
18911,0
18912,0
18913,0
18914,0
18915,0
18916,0
18917,0
18918,0
18919,0
18920,0
18921,0
18922,0
18923,0
18924,0
18925,0
18926,0
18927,0
18928,0
18929,0
18930,0
18931,0
18932,0
18933,0
18934,0
18935,0
18936,0
18937,0
18938,0
18939,0
18940,0
18941,0
18942,1
18943,1
18944,1
18945,1
18946,1
18947,1
18948,1
18949,1
18950,1
18951,1
18952,1
18953,1
18954,1
18955,1
18956,1
18957,0
18958,1
18959,1
18960,1
18961,1
18962,1
18963,0
18964,1
18965,1
18966,0
18967,1
18968,1
18969,0
18970,0
18971,0
18972,1
18973,1
18974,1
18975,1
18976,1
18977,1
18978,0
18979,0
18980,0
18981,0
18982,1
18983,1
18984,1
18985,1
18986,1
18987,0
18988,0
18989,0
18990,0
18991,1
18992,1
18993,1
18994,1
18995,0
18996,1
18997,1
18998,0
18999,0
19000,0
19001,1
19002,0
19003,1
19004,1
19005,1
19006,0
19007,1
19008,1
19009,1
19010,1
19011,1
19012,0
19013,0
19014,1
19015,1
19016,1
19017,1
19018,0
19019,1
19020,1
19021,1
19022,1
19023,1
19024,0
19025,1
19026,1
19027,1
19028,1
19029,1
19030,1
19031,1
19032,1
19033,0
19034,0
19035,0
19036,1
19037,1
19038,0
19039,0
19040,0
19041,0
19042,0
19043,1
19044,0
19045,0
19046,1
19047,0
19048,1
19049,1
19050,1
19051,1
19052,1
19053,1
19054,1
19055,0
19056,0
19057,1
19058,1
19059,0
19060,1
19061,0
19062,0
19063,0
19064,1
19065,1
19066,0
19067,1
19068,0
19069,0
19070,1
19071,0
19072,0
19073,1
19074,1
19075,1
19076,0
19077,1
19078,1
19079,0
19080,0
19081,1
19082,0
19083,0
19084,1
19085,0
19086,1
19087,1
19088,0
19089,0
19090,1
19091,0
19092,1
19093,0
19094,0
19095,0
19096,1
19097,1
19098,0
19099,0
19100,1
19101,1
19102,0
19103,1
19104,1
19105,1
19106,0
19107,1
19108,1
19109,1
19110,0
19111,1
19112,0
19113,1
19114,0
19115,0
19116,1
19117,0
19118,1
19119,1
19120,1
19121,0
19122,1
19123,0
19124,1
19125,0
19126,0
19127,1
19128,0
19129,1
19130,0
19131,1
19132,0
19133,0
19134,0
19135,1
19136,0
19137,0
19138,0
19139,0
19140,0
19141,0
19142,0
19143,0
19144,0
19145,1
19146,0
19147,0
19148,0
19149,1
19150,0
19151,0
19152,1
19153,0
19154,0
19155,0
19156,0
19157,1
19158,0
19159,1
19160,1
19161,0
19162,0
19163,0
19164,0
19165,0
19166,0
19167,0
19168,1
19169,1
19170,0
19171,0
19172,0
19173,1
19174,0
19175,0
19176,0
19177,0
19178,0
19179,1
19180,1
19181,1
19182,0
19183,1
19184,0
